Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep3-0Pi-Ctrl,d011322-60min-0Pi-gtr1-R3,60min,F10,15374,22276,28800,12710.46,52.15,53.57
Rep3-0Pi-Ctrl,d011322-60min-0Pi-gtr1-R3,60min,G10,15390,23793,25067,13352.58,51.51,52.69
Rep3-0Pi-Ctrl,d011322-60min-0Pi-gtr1-R3,60min,E12,12411,8209,10380,3991.53,45.42,42.75
Rep3-0Pi-Ctrl,d011322-60min-0Pi-gtr1-R3,60min,F12,12196,8281,9002,3953.29,44.8,43.11
Rep3-0Pi-Ctrl,d011322-60min-0Pi-gtr1-R3,60min,G12,12920,8456,9832,4095.32,45.57,42.79
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,A9,14205,15488,16429,6375.82,39.09,37.84
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,A10,14166,16019,17135,6459.95,38.36,37.75
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,A11,12361,11508,12100,5180.17,42.41,40.34
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,A12,12722,10059,11625,4739.1,44.31,42.8
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,B9,14353,14994,14805,5778.7,36.72,35.02
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,B10,14080,13723,13912,6153.8,42.05,39.24
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,B11,11920,12203,12574,5216.03,40.62,38.64
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,B12,12501,9347,10771,5318.38,51.85,45.46
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,C9,5778,5142,5506,4417.35,73.23,69.27
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,C10,14213,13966,15092,5765.58,39.35,37.55
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,C11,4413,4827,7135,4597.6,76.96,74.7
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,C12,12197,9468,10782,4896.02,47.91,42.23
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,D9,5704,4425,5729,3251.59,64.99,61.43
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,D10,14318,15823,17531,6309.12,38.03,36.88
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,D11,5407,3392,3981,2808.84,70.58,67.66
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,D12,11666,10648,10590,4896.63,43.24,41.7
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,E9,3504,2064,2075,2154.3,80.63,77.49
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,E11,3008,2040,1109,2236.73,83.04,75.51
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,F9,15507,19152,18712,7297.7,35.65,34.29
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,F11,14298,14519,15739,6124.38,39.53,36.98
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,G9,15474,18634,17904,7262.72,36.51,34.36
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,G11,14328,14886,14507,6217.43,39.32,37.12
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,H9,15657,17771,17534,6835.94,36.15,34.72
Rep1-0Pi-Ctrl,d121521-60min-0Pi-gtr1-R1,60min,H11,14423,13466,14195,5684.33,39.69,37.6
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,A9,12166,14547,16429,6907.15,45.44,42.16
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,A10,12419,15623,16790,6530.88,40.1,39.17
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,A11,10697,9653,11406,5479.62,54.25,48.69
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,A12,8094,9504,9325,4936.57,49.01,47.12
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,B9,12386,14140,14487,6572.32,45.31,40.21
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,B10,12713,12934,13632,5971.15,43.64,41.33
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,B11,10083,10281,12586,5679.03,52.92,49.29
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,B12,10483,8371,9142,4812.79,52.4,47.04
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,C9,3972,3124,5645,2513.07,68.71,71.1
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,C10,13807,15276,15754,6209.4,38.83,38.54
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,C11,2903,2457,4622,2554.42,80.64,77.3
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,C12,8857,10413,12087,4980.97,45.06,42.73
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,D9,4577,2802,4424,2315.53,70.18,69.9
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,D10,13473,15571,17148,6444.31,39.7,38.7
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,D11,3087,2540,4331,2742.64,82.9,81.89
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,D12,11364,10476,10009,5097.92,45.08,42.97
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,E9,5057,1503,828,1619.73,81.68,72.01
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,E11,4364,1449,666,1838.49,92.05,71.57
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,F9,14212,16964,17517,6932.63,38.57,36.13
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,F11,12380,13130,15100,6067.6,44.28,41.05
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,G9,14740,17448,18693,6972.94,38.16,36.28
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,G11,13010,12934,14194,5923.05,42.88,40.11
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,H9,14784,17537,19555,6959.3,37.8,36.85
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,H11,12966,13068,14479,5829.94,42.07,40.15
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,E10,15299,11189,10978,4634.47,39.14,38.33
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,F10,14481,11779,13348,4852.9,39.31,38.39
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,G10,12708,12756,12828,5193.75,39,37.45
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,E12,13243,7374,7597,3576.5,45.26,43.59
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,F12,11805,7471,7358,3646.55,45.46,43.3
Rep2-0Pi-Ctrl,d121721-60min-0Pi-gtr1-R2,60min,G12,11300,8597,10387,4116.44,44.83,42.19
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,A1,13095,30899,30197,15189.95,46.42,45.76
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,A2,13986,28711,34828,14760.04,47.91,47.35
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,A3,11127,8744,10015,4877.71,50.83,49.76
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,B1,12635,26135,28105,11990.5,43.68,40.91
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,B2,14156,17683,19120,8626.85,46.18,43.33
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,B3,12873,10184,11865,5285.25,48.25,49.02
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,C1,7664,8478,12336,7762.5,78.21,86.42
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,C3,4400,3698,4908,3320.06,75.24,77.82
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,D1,6839,8403,12089,8060.86,80.08,87.48
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,D3,6083,3195,5163,2968.29,77.39,70.07
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,E1,4776,2612,5217,3668.66,96.38,93.14
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,E3,3182,1388,1013,2006.13,106.39,75.79
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,F1,14224,32837,37370,16017.35,45.51,45.34
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,F3,12796,11921,13366,6048.97,47.57,49.74
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,G1,14853,34079,33208,15125.87,41.65,40.55
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,H1,15447,31180,30895,14777.43,44.61,43.8
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,C2,13513,25043,26866,14706.58,53.77,52.28
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,D2,14268,28699,32388,14927.52,48.08,47.56
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,A4,11587,8219,9154,4552.15,50.07,48.96
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,B4,12746,6992,7473,5204.96,63.43,53.84
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,C4,10560,9082,11871,5237.1,52.57,51.94
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,D4,11418,8656,10386,4863.27,51.04,49.91
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,G3,12467,12204,14512,5943.88,45.98,47.01
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,H3,12567,10932,13904,5621.97,47.82,49.3
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,E2,13844,25547,28813,14067.95,50.67,50.9
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,F2,13778,25114,25026,13656.66,50.36,50.81
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,G2,14577,26637,30871,14243.83,49.48,50.28
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,E4,10622,6994,7733,3814.82,49.96,50.22
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,F4,10729,6989,8991,3738.73,49.36,51.15
Rep3-0Pi-Ctrl,d011322-90min-0Pi-gtr1-R3,90min,G4,10588,6870,8680,3785.23,50.16,51.32
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,A1,1613,21351,24984,8703.28,38.77,38.57
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,A2,13608,19117,20891,8489.54,41.36,41.21
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,A3,10599,8925,11868,4687.82,47.99,49.19
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,B1,12000,20854,21360,8102.38,37.17,36.59
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,B2,13190,17510,19104,7886.16,41.87,40.5
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,B3,11076,9595,10787,4716.6,45.57,49.04
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,C1,4427,5244,9474,4484.58,71.86,68.05
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,C3,3657,3707,4912,3557.15,77.26,70.31
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,D1,5363,4518,6324,3316.86,64.75,59.86
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,D3,4937,2793,4677,2461.74,73.09,67.26
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,E1,3499,1652,621,1879.14,85.7,78.26
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,E3,1858,1701,1271,1901,83.45,74.7
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,F1,12969,24986,27460,9750.26,37.04,36.66
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,F3,12068,12615,12849,5772.35,43.71,44.6
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,G1,13496,23937,26199,9245.16,36.63,35.92
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,H1,13678,22457,23921,8804.59,37.49,37.96
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,C2,12152,18554,21874,8106.91,41.58,40.57
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,D2,12521,20546,20882,8533.2,39.86,39.89
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,A4,12356,7847,8116,4300.37,49.26,48.29
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,B4,12474,7021,8256,5179.23,63.68,50.74
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,C4,10637,7629,9148,4887.13,57.59,50.57
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,D4,13483,7518,8388,3755.45,45.35,43.21
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,G3,13006,12347,14787,5888.72,45.18,47.22
Rep1-0Pi-Ctrl,d121521-90min-0Pi-gtr1-R1,90min,H3,12896,10795,12103,5343.01,46.37,49.79
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,A1,11955,18161,19138,8277.61,42.92,40.83
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,A2,12710,18452,17526,8380.54,42.43,38.62
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,A3,10799,8732,9832,4847.56,51.72,49.77
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,B1,11887,18085,18294,7894.89,41.57,40.06
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,B2,12924,16638,20904,7810.51,44.59,41.18
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,B3,10447,9020,9831,5077.99,52.35,49.54
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,C1,3961,3286,4790,2852.8,74.24,76.84
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,C3,2768,2210,3864,2258,78.91,72.22
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,D1,4322,2932,4237,2420.41,70.58,68.52
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,D3,3110,2173,655,2540.16,87.3,81.86
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,E1,4035,1067,565,1552.8,97.31,78.78
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,E3,6101,889,690,1197.1,93.29,47.7
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,F1,12882,22060,25047,8826.71,38.11,36.56
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,F3,11337,11566,12085,5655.43,46.49,46.47
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,G1,12685,21884,25025,9495.82,42.15,39.52
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,H1,12983,22202,22329,8898.28,38.74,37.65
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,C2,11821,20535,23370,8592.21,40.27,39.54
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,D2,11614,20251,21356,8805.03,41.8,40.44
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,A4,12094,7974,8390,4402.07,50.56,47.57
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,B4,11846,6545,6710,4748.45,63.38,51.51
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,C4,10116,8529,9162,4581.53,49.24,49.27
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,D4,10045,8429,8841,4543.36,49.2,48.56
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,G3,12545,11676,15108,6021.14,48.89,49.19
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,H3,12133,11129,13361,5630.44,47.37,48.93
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,E2,14148,13438,13363,6654.39,47.85,42.21
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,F2,13641,15176,17525,6304.5,39.85,39.63
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,G2,12296,16358,19984,6493.17,38.47,37.69
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,E4,12038,6211,7851,3442.78,50.12,47
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,F4,10275,6618,7595,3530.26,48.81,47.92
Rep2-0Pi-Ctrl,d121721-90min-0Pi-gtr1-R2,90min,G4,10320,7065,7846,3737.6,48.39,47.97
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,A5,11609,31332,33983,15402.74,46.61,46.78
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,A6,12439,33896,38351,16204.97,45.47,44.74
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,A7,10740,7258,9152,4072.73,50.88,46.06
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,A8,10669,7368,7020,3941.57,48.75,45.05
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,B5,12845,28944,30183,13280.43,44.01,42.06
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,B6,11781,20669,21335,9360.05,43.22,41.57
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,B7,10619,8178,7845,4339.77,48.1,44.47
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,B8,10789,6195,7356,5954.23,78.96,51.67
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,C5,5411,8562,9654,7665.01,76.83,80.55
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,C6,12488,27963,25075,14905.41,49.33,48.62
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,C7,4048,3188,4798,2790.31,73.79,73.79
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,C8,10914,7045,7600,4147.16,52.9,48.03
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,D5,7830,8180,10204,8192.4,83.59,87.67
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,D6,14918,28545,32406,14416.2,47.09,46.76
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,D7,6463,2737,3581,2313.1,71.95,67.06
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,D8,13289,6691,6609,3481.69,47.14,42.23
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,E5,4772,2291,1297,3106.64,94.12,87.61
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,E7,2548,1033,404,1983.19,124.15,89.39
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,F5,13500,34644,39261,15911.83,43.66,44.59
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,F7,13358,9024,7724,5236.6,50.88,48.35
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,G5,14121,35740,40266,15344.92,41.08,40.6
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,G7,14928,8336,8541,4522.69,48.1,43.27
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,H5,14073,33892,35677,15106.5,42.44,42.83
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,H7,14263,7697,8114,4294.37,49.13,44.21
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,E6,13895,26798,26260,13953.84,48.66,48.89
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,F6,13600,25563,33174,13491.38,49.18,48.46
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,G6,14078,27534,30159,13969.16,47.69,47.89
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,E8,10878,5942,7478,3279.24,50.05,47.1
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,F8,10691,5918,6804,3166.84,48.7,45.42
Rep3-0Pi-Ctrl,d011322-120min-0Pi-gtr1-R3,120min,G8,11452,6137,7246,3362.91,49.69,47.05
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,A5,10531,27851,30193,11528.58,39.87,38.97
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,A6,12729,22618,22359,10425.35,42.61,41.47
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,A7,11383,7439,8991,4094.21,49.26,45.38
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,A8,12792,6749,7857,3226.04,44.31,41.28
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,B5,10355,26901,28110,10715.51,38.31,36.83
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,B6,11814,22308,23926,10038.15,42.13,40.28
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,B7,10578,8107,8105,4236.96,47.05,44.63
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,B8,11048,6323,6809,4613.99,63.33,47.11
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,C5,4996,5506,8123,4750.28,74.02,69.44
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,C6,11795,21739,23919,10026.25,43.2,41.36
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,C7,4579,3171,4678,2738.71,72.11,64.1
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,C8,11202,6293,7027,4008.97,56.44,46.31
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,D5,5677,4992,7484,3665.8,66.37,61.92
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,D6,12144,23535,28801,10536.35,42.14,42.34
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,D7,6176,2438,3548,2098.33,71.52,65.43
Rep1-0Pi-Ctrl,d121521-120min-0Pi-gtr1-R1,120min,D8,11595,7422,8543,3804.12,46.8,42.51
